AnimalId,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A709877,Frenchie,23/08/2015 19:43,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,White/Blue
A684830,,30/07/2014 09:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A711038,Treasure,18/09/2015 15:17,Transfer,Partner,Cat,Neutered Male,3 years,Maine Coon Mix,Brown Tabby
A686862,,28/08/2014 10:13,Euthanasia,Suffering,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black/White
A669063,White Girl,14/12/2013 11:52,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,White/Brown
A687786,Lexi,05/10/2014 15:57,Adoption,,Dog,Spayed Female,5 years,German Shepherd Mix,Tan/Black
A634550,Blue,22/02/2015 15:31,Return_to_owner,,Dog,Neutered Male,5 years,Catahoula/Australian Cattle Dog,Tricolor
A705130,Oso,18/06/2015 12:07,Transfer,Partner,Dog,Neutered Male,10 years,German Shepherd,Black/Brown
A671261,Wesley,26/01/2014 18:53,Transfer,Partner,Dog,Intact Male,7 months,Chihuahua Shorthair Mix,Tan
A694688,Lady,12/01/2015 11:50,Transfer,Partner,Dog,Spayed Female,7 years,Cocker Spaniel Mix,Red/White
A688013,Apollo,09/11/2014 16:12,Adoption,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan
A674893,Sir Winsor,20/03/2014 17:30,Return_to_owner,,Dog,Neutered Male,6 years,Standard Poodle Mix,White
A711238,Rocket,13/09/2015 15:40,Adoption,,Dog,Neutered Male,5 months,Cairn Terrier Mix,Black/Brown
A717109,Max,11/01/2016 10:36,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Australian Cattle Dog,Tan
A705049,Fancy,02/07/2015 00:00,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A714108,,19/10/2015 09:00,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A697465,,25/02/2015 09:00,Transfer,SCRP,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White
A694066,Smokey,26/12/2014 15:47,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A674546,Dermott,22/03/2014 14:00,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever/German Shepherd,Tan
A673533,Obama,08/03/2014 17:19,Return_to_owner,,Dog,Intact Female,2 years,Nova Scotia Duck Tolling Retriever Mix,Tan/White
A720664,Jack,17/02/2016 10:54,Return_to_owner,,Dog,Intact Male,4 years,Chow Chow Mix,Black
A692722,Stevie,17/12/2014 15:38,Adoption,Foster,Dog,Neutered Male,1 year,Dachshund/Cardigan Welsh Corgi,Blue Merle
A678184,June-Bug,05/05/2014 16:31,Return_to_owner,,Dog,Spayed Female,15 years,Rat Terrier Mix,White/Black
A707114,Terri,22/09/2015 17:23,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,White/Brown Brindle
A713377,Burton,06/11/2015 12:21,Adoption,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Tan/White
A709298,Rob,11/08/2015 00:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A701676,Soda Pop,12/05/2015 12:02,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A704800,,20/06/2015 12:30,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A669210,Chula,17/12/2013 14:04,Return_to_owner,,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,White
A671550,,03/02/2014 08:46,Died,In Surgery,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/White
A713469,Kiki,12/10/2015 17:34,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A664308,Bruce,02/10/2013 18:21,Return_to_owner,,Dog,Intact Male,6 years,Australian Cattle Dog Mix,Brown/Black
A691688,Powder,04/12/2014 18:40,Adoption,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White
A671296,,26/01/2014 12:16,Transfer,Partner,Dog,Neutered Male,10 years,Boston Terrier Mix,White/Black
A715372,Jasmine,12/11/2015 18:30,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A709853,Oreo,04/09/2015 14:17,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White
A677607,Athena,09/05/2014 13:55,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Sable/White
A690065,Mars,23/10/2014 18:48,Adoption,,Dog,Neutered Male,2 years,Great Dane/Labrador Retriever,Black
A678076,Bo,04/05/2014 17:20,Euthanasia,Suffering,Dog,Neutered Male,12 years,German Shepherd/Siberian Husky,White
A696968,,19/02/2015 18:34,Adoption,,Dog,Spayed Female,8 months,Chow Chow Mix,Tan
A668703,Dancer,18/12/2013 16:15,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A716345,Chipper,18/11/2015 18:55,Return_to_owner,,Dog,Neutered Male,4 years,Dachshund/Whippet,White/Black
A677347,,23/04/2014 19:01,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A708409,,28/07/2015 09:00,Transfer,SCRP,Cat,Intact Male,9 months,Domestic Shorthair Mix,Orange Tabby
A665410,Mickey,18/10/2013 17:27,Return_to_owner,,Dog,Neutered Male,2 years,Boston Terrier Mix,Black Brindle/White
A699233,Winston Theo,03/04/2015 16:50,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
A707345,,12/07/2015 09:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair,Calico
A702378,,24/05/2015 13:49,Adoption,,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black
A693100,Opossum,14/12/2014 16:30,Adoption,,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Orange Tabby/White
A720155,Bowie,12/02/2016 15:23,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A696750,,12/02/2015 09:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Longhair Mix,Brown Tabby
A676642,J.B.,13/04/2014 11:09,Return_to_owner,,Dog,Neutered Male,9 years,Golden Retriever Mix,Gold
A693470,Frito,20/12/2014 16:05,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Brown/White
A679048,Zoey,22/05/2014 18:31,Adoption,,Dog,Spayed Female,3 months,Pointer Mix,White/Orange
A674690,Kiki,21/03/2014 14:51,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue
A677649,,04/05/2014 13:19,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A658509,Dolly,12/01/2015 12:37,Return_to_owner,,Dog,Spayed Female,1 year,Australian Shepherd Mix,White/Tan
A667391,Chato,19/11/2013 12:26,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,White
A708285,,26/07/2015 09:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Chocolate Point
A679092,Swagger-Swag,28/06/2014 16:32,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby/White
A692565,,29/11/2014 13:56,Adoption,,Dog,Neutered Male,1 month,Anatol Shepherd Mix,Brown/White
A685892,Sassy,19/08/2014 13:06,Transfer,Partner,Dog,Spayed Female,13 years,Pekingese Mix,Tan/White
A664536,Angel,18/04/2014 14:16,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black/White
A718238,Atticus,04/01/2016 19:15,Return_to_owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown
A677289,,28/04/2014 11:20,Died,In Kennel,Dog,Intact Female,3 months,Beagle Mix,White/Brown
A679409,Cooper,27/05/2014 18:29,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Buff
A706919,Blacky,06/07/2015 11:53,Return_to_owner,,Dog,Intact Male,6 years,Chihuahua Shorthair Mix,Black/Tan
A714027,Keenan,23/10/2015 18:47,Adoption,,Cat,Neutered Male,5 years,Domestic Longhair Mix,Blue/White
A690872,Marcus,28/03/2015 11:25,Return_to_owner,,Dog,Neutered Male,6 years,American Bulldog Mix,White
A664933,Zach,31/10/2013 17:09,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan
A718179,Wilson,28/12/2015 18:26,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A670913,Thelonious,28/03/2014 13:18,Return_to_owner,,Dog,Neutered Male,4 months,Catahoula/Plott Hound,Brown Merle
A682841,Tinker,08/07/2014 15:29,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A691063,,30/10/2014 09:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A696015,,31/01/2015 18:08,Adoption,,Dog,Neutered Male,4 months,Pit Bull/Pointer,Black/White
A693932,Lila,03/01/2015 16:46,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A685160,Oak,10/08/2014 16:34,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A671095,L.A.,19/02/2014 11:10,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn
A697107,Possum,23/02/2015 15:51,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Yorkshire Terrier,Silver/Tan
A713803,Pecan,09/12/2015 09:15,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Tortie
A617461,Tank,01/02/2014 12:21,Return_to_owner,,Dog,Neutered Male,3 years,German Wirehaired Pointer,Black/Gray
A689101,Rylie,03/10/2014 16:44,Adoption,,Dog,Spayed Female,3 months,Dachshund Mix,Black/Tan
A672311,Oreo,01/09/2015 08:49,Adoption,Foster,Dog,Neutered Male,1 year,Border Collie Mix,Black
A678674,Jordan,17/05/2014 13:24,Transfer,Partner,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
A674990,,25/03/2014 16:56,Adoption,,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,White/Black
A698959,Addy,20/03/2015 17:25,Return_to_owner,,Dog,Intact Female,5 years,Labrador Retriever Mix,Black
A709345,Houston,13/08/2015 13:29,Transfer,Partner,Dog,Neutered Male,2 years,Pointer Mix,Black/White
A715774,Bruno,17/11/2015 11:34,Transfer,Partner,Dog,Neutered Male,2 years,American Staffordshire Terrier/American Bulldog,Brown Brindle/White
A676819,Molly,30/06/2014 13:22,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black
A684179,Tod,21/07/2014 17:15,Return_to_owner,,Dog,Neutered Male,7 years,Pomeranian Mix,Tan
A674147,Pya,17/03/2014 17:54,Return_to_owner,,Dog,Spayed Female,10 months,Pit Bull Mix,Brown
A695749,Bentley,25/01/2015 18:36,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,White/Brown
A678374,Capitan,11/11/2014 13:29,Return_to_owner,,Dog,Neutered Male,12 years,Border Collie Mix,Tricolor
A686411,,21/08/2014 18:04,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A699976,Smokey,10/04/2015 18:00,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Staffordshire Mix,Black/Brown Brindle
A690639,,25/10/2014 14:43,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie
A702782,,20/05/2015 11:57,Transfer,Partner,Dog,Intact Male,1 year,Lhasa Apso/Pbgv,Black/Tan
A712290,Little Foot,29/09/2015 14:41,Transfer,Partner,Dog,Intact Male,3 years,Labrador Retriever/Harrier,Tan/White
A678732,,13/05/2014 19:14,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A689268,,01/10/2014 15:19,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A711634,,10/09/2015 11:35,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A693408,Harbor,14/12/2014 18:44,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Labrador Retriever,Buff
A665894,Freddie,27/10/2013 14:43,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A662115,Riz,15/10/2013 14:31,Transfer,Partner,Dog,Spayed Female,8 years,Pit Bull Mix,Black/White
A677946,Bella,23/08/2014 16:38,Adoption,,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,Black/White
A694824,,09/01/2015 16:29,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A555446,Boo,15/07/2014 19:00,Adoption,,Dog,Neutered Male,5 years,Rat Terrier Mix,Brown/White
A690804,,27/10/2014 09:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A689730,Lil Bit,14/10/2014 16:30,Adoption,,Dog,Spayed Female,6 years,Rat Terrier Mix,Tricolor
A671537,Daniel,02/02/2014 14:00,Transfer,Partner,Dog,Intact Male,1 year,Anatol Shepherd/Labrador Retriever,White/Tan
A669724,Lee,20/03/2014 12:56,Transfer,Partner,Dog,Neutered Male,10 years,Pekingese Mix,White/Tan
A717182,Messi,14/12/2015 18:33,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A709194,,06/08/2015 09:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,White
A706748,Carli,14/07/2015 15:51,Transfer,Partner,Dog,Intact Female,2 years,Standard Schnauzer Mix,Black
A720469,Popeye,10/02/2016 17:38,Return_to_owner,,Dog,Neutered Male,4 years,Boston Terrier Mix,Black/White
A700443,,13/04/2015 19:07,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black/White
A712358,,22/09/2015 15:57,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue
A680597,Junior,04/06/2014 18:39,Return_to_owner,,Dog,Neutered Male,8 years,Rottweiler Mix,Black
A669306,America,21/01/2015 18:36,Return_to_owner,,Dog,Spayed Female,4 years,Affenpinscher Mix,Black
A679483,Charlie,17/06/2014 13:26,Transfer,Partner,Dog,Neutered Male,5 months,German Shepherd Mix,Tricolor
A687025,,30/08/2014 15:01,Euthanasia,Suffering,Dog,Intact Male,10 years,German Shepherd Mix,Brown
A702883,Bubush,19/05/2015 12:34,Euthanasia,Suffering,Cat,Neutered Male,18 years,Domestic Longhair Mix,White/Black
A717073,Athena,02/12/2015 13:33,Return_to_owner,,Dog,Intact Female,2 years,Alaskan Husky,Black/White
A707131,Clemmie,12/07/2015 12:09,Transfer,Partner,Dog,Intact Female,11 months,Pit Bull Mix,Black
A675311,,26/03/2014 13:24,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Blue/White
A713854,Stormy,14/11/2015 19:31,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A704403,Cupcake,18/07/2015 17:31,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A679386,Coco,15/07/2015 13:48,Transfer,Partner,Dog,Intact Female,4 years,Pit Bull Mix,Chocolate/White
A677312,Tiger,05/05/2014 17:32,Adoption,,Dog,Neutered Male,3 years,Maltese/Chihuahua Shorthair,White/Buff
A665684,Pete,02/11/2013 12:18,Adoption,,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Brown/White
A685491,Marty,17/08/2014 15:09,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A719249,Miso,20/01/2016 18:07,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Black/Brown
A686389,Bam Bam,04/09/2014 14:25,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Chocolate
A689900,,12/10/2014 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A667026,Mo,16/11/2013 14:26,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A661850,Gucci,09/10/2013 18:41,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Orange Tabby
A674730,Littletyrone,17/03/2014 16:54,Return_to_owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Brown Brindle/White
A667345,Cassie,01/12/2013 12:35,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair Mix,Black/White
A686092,,17/08/2014 09:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair,Orange/White
A690993,Aragorn,03/11/2014 18:32,Adoption,,Dog,Neutered Male,2 months,Plott Hound Mix,Brown Brindle
A628159,Delgado,04/10/2014 08:52,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Carolina Dog Mix,Tan
A701577,Dolly P,08/06/2015 13:23,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White
A718136,Gemini,28/12/2015 14:11,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/White
A693955,,18/12/2014 09:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A681857,Tarva,26/06/2014 08:58,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A665258,Birdie,04/12/2013 12:44,Transfer,Partner,Cat,Spayed Female,1 year,Snowshoe Mix,Seal Point
A684545,Pearl,25/07/2014 18:11,Return_to_owner,,Dog,Intact Female,11 years,Boxer Mix,White
A689554,Moscow,20/10/2014 12:42,Transfer,Partner,Dog,Spayed Female,10 months,Siberian Husky Mix,Black/White
A665042,,12/10/2013 19:24,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A704242,,03/06/2015 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A698327,Kodah,06/07/2015 18:31,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White
A695658,,21/01/2015 09:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,Torbie
A707375,Candy Cane,28/11/2015 17:31,Adoption,,Dog,Spayed Female,10 months,Pit Bull,Brown/White
A675550,Lolly,30/03/2014 14:20,Adoption,,Dog,Spayed Female,3 years,Yorkshire Terrier Mix,Tan/Black
A694310,,27/12/2014 12:12,Transfer,Partner,Dog,Intact Female,2 days,Pit Bull Mix,Chocolate/White
A666315,Blanca,03/11/2013 14:40,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,White/Tan
A689779,Nico,12/10/2014 11:34,Return_to_owner,,Dog,Spayed Female,5 years,Beagle Mix,Tricolor
A673601,,01/03/2014 13:59,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Cream Tabby/White
A584566,Meow,20/07/2015 13:11,Return_to_owner,,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Blue/White
A711579,Gigi,22/09/2015 19:02,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A712317,Angel,23/09/2015 11:06,Return_to_owner,,Dog,Spayed Female,1 year,Miniature Poodle/Maltese,White
A674752,Bella,25/03/2014 16:17,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black
A708989,,04/08/2015 09:00,Transfer,SCRP,Cat,Unknown,3 years,Domestic Shorthair Mix,Orange Tabby
A691871,,11/11/2014 13:18,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A679586,Ophelia,13/07/2014 17:50,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A700287,Austin,06/06/2015 14:06,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever,Black/White
A679924,Sprout,01/07/2014 14:30,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico
A684923,,31/07/2014 09:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A659400,Darth Caedus,30/12/2014 17:27,Return_to_owner,,Dog,Neutered Male,4 years,German Shepherd/Alaskan Malamute,Brown/White
A686562,Zooey,03/12/2014 07:49,Adoption,Foster,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Black
A691098,Sushi,30/10/2014 11:13,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A675342,Jenny,09/05/2014 13:06,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico/Blue Tabby
A681035,,11/06/2014 17:11,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Black
A700587,,16/04/2015 15:07,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A716684,Beethoven,30/01/2016 18:11,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Seal Point/White
A691706,Lucy,13/12/2014 14:16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby
A681113,Rocky,24/06/2014 17:28,Return_to_owner,,Dog,Neutered Male,7 months,Chihuahua Shorthair/Jack Russell Terrier,Tricolor
A680048,Gabby,08/06/2014 17:54,Transfer,Partner,Dog,Spayed Female,12 years,Boxer/Labrador Retriever,Brown Brindle
A702264,Frankie,14/05/2015 13:54,Return_to_owner,,Dog,Spayed Female,1 year,Yorkshire Terrier/Chihuahua Shorthair,White/Black
A676733,Sunday,18/04/2014 17:25,Return_to_owner,,Dog,Spayed Female,5 years,Australian Shepherd Mix,Black/White
A711794,Lewey,19/09/2015 17:42,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
A549989,Bert,12/10/2013 18:58,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
A693366,,02/01/2015 12:40,Transfer,Partner,Dog,Spayed Female,5 years,Rat Terrier Mix,Black/White
A676215,,11/04/2014 18:13,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Sable
A677991,Fred,12/07/2014 18:56,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Smoke
A661391,Willie,06/10/2013 13:49,Adoption,,Dog,Neutered Male,1 year,Bull Terrier Mix,White
A713103,,09/12/2015 12:52,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue Tabby
A691022,Comet,04/11/2014 17:07,Adoption,,Dog,Neutered Male,3 years,Beagle/Boxer,Brown/White
A684820,Rick,06/08/2014 14:22,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A702932,Pepper,24/07/2015 13:11,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A687320,,03/09/2014 16:20,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby
A698288,Autie,18/03/2015 11:37,Return_to_owner,,Dog,Spayed Female,2 years,Border Collie/Australian Cattle Dog,White/Brown
A710014,Nico,20/08/2015 17:13,Return_to_owner,,Dog,Neutered Male,4 years,Cane Corso,Brown Brindle
A670009,Delilah,02/02/2014 13:57,Euthanasia,Rabies Risk,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A700456,,14/04/2015 14:34,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A697310,Sadie,23/02/2015 18:27,Adoption,,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Brown
A596753,Ms Kitty,24/02/2015 16:39,Return_to_owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black/White
A669269,Ruby,31/12/2013 16:33,Adoption,,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,White/Black
A677561,,26/04/2014 15:23,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby
A685488,,09/08/2014 09:00,Transfer,SCRP,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue
A689532,Oso,14/10/2014 17:27,Return_to_owner,,Dog,Neutered Male,10 years,Akita/German Shepherd,White/Black
A713790,Sader,16/12/2015 16:01,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
A654508,Gloria,16/11/2013 13:45,Adoption,Foster,Cat,Spayed Female,3 years,Maine Coon Mix,Torbie
A701948,Samantha,31/05/2015 17:12,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A697820,Bear,01/03/2015 14:11,Return_to_owner,,Dog,Neutered Male,8 years,German Shepherd/Chow Chow,Brown
A693913,Tobias,13/02/2015 11:24,Transfer,Partner,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,Tan
A678511,Hank,18/08/2015 12:48,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,White
A701475,Rosie,01/05/2015 11:21,Return_to_owner,,Dog,Spayed Female,9 years,Pug,Tan/Black
A664021,Shadow,12/10/2013 19:14,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A675499,Jazz,28/03/2014 14:20,Return_to_owner,,Dog,Intact Female,2 years,Border Collie Mix,Black/White
A681283,,20/06/2014 17:51,Adoption,,Dog,Neutered Male,3 months,Cairn Terrier Mix,Brown
A662774,Misty,19/10/2013 19:02,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/German Shepherd,Brown/Black
A685492,Luke,17/08/2014 15:09,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A684121,,19/07/2014 18:32,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A656273,Pewter,18/11/2013 14:22,Adoption,,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue/White
A694642,Wilma,27/02/2015 13:36,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A663210,Charlie,12/04/2014 15:32,Adoption,Foster,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black
A680573,,10/06/2014 16:37,Transfer,Partner,Dog,Spayed Female,1 year,Wire Hair Fox Terrier/Chihuahua Shorthair,Cream
A668315,Casey,13/12/2013 11:47,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/Tan
A671391,Riker,27/01/2014 17:47,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/White
A701009,Sadie,27/05/2015 17:49,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Black
A694866,Mocha,08/01/2015 17:03,Return_to_owner,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/White
A709751,Jonas,14/09/2015 13:32,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A706262,Honorina,05/07/2015 11:53,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A673976,Jasper,21/03/2014 19:32,Adoption,,Dog,Neutered Male,5 months,Siberian Husky/Labrador Retriever,White/Brown
A718692,Charlotte,09/01/2016 13:48,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black
A704331,Pan,30/07/2015 10:23,Adoption,Foster,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
A713655,Tiny,21/10/2015 14:41,Adoption,,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Tan
A711007,Penny,08/11/2015 16:29,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Brown/White
A708533,,31/07/2015 14:13,Transfer,Partner,Dog,Intact Male,3 weeks,Pit Bull Mix,Brown/White
A697089,Beasly,01/03/2015 13:19,Transfer,Partner,Dog,Neutered Male,5 years,Beagle Mix,Tricolor
